,time,open,high,low,close,tick_volume,spread,real_volume,sma25,sma50,sma75,sma100,sma200
31,2019-12-10 06:35:00,0.683,0.68303,0.68297,0.68297,37,16,0,0.6830931999999997,,,,
32,2019-12-10 06:40:00,0.68297,0.68301,0.68285,0.68287,47,16,0,0.6830751999999998,,,,
33,2019-12-10 06:45:00,0.68288,0.68291,0.68278,0.6829,39,16,0,0.683062,,,,
34,2019-12-10 06:50:00,0.6829,0.68291,0.6829,0.68291,10,16,0,0.6830483999999999,,,,
35,2019-12-10 06:55:00,0.6829,0.6829,0.68274,0.68274,38,16,0,0.6830327999999999,,,,
36,2019-12-10 07:00:00,0.68274,0.68278,0.68265,0.68276,63,16,0,0.6830135999999998,,,,
37,2019-12-10 07:05:00,0.68277,0.68284,0.68267,0.68268,43,16,0,0.6829931999999999,,,,
38,2019-12-10 07:10:00,0.68268,0.68268,0.68244,0.68244,66,16,0,0.6829643999999998,,,,
39,2019-12-10 07:15:00,0.68243,0.68245,0.68235,0.68239,62,16,0,0.6829299999999998,,,,
40,2019-12-10 07:20:00,0.68239,0.68242,0.68229,0.68242,44,16,0,0.6829055999999999,,,,
41,2019-12-10 07:25:00,0.68242,0.68252,0.6824,0.68241,41,16,0,0.6828839999999999,,,,
42,2019-12-10 07:30:00,0.68241,0.68245,0.68232,0.6824,77,16,0,0.6828604,,,,
43,2019-12-10 07:35:00,0.6824,0.68241,0.68216,0.6822,129,16,0,0.6828280000000001,,,,
44,2019-12-10 07:40:00,0.6822,0.68232,0.68216,0.68232,42,16,0,0.6828024,,,,
45,2019-12-10 07:45:00,0.68232,0.68241,0.68228,0.68232,40,16,0,0.6827768000000001,,,,
46,2019-12-10 07:50:00,0.68232,0.68233,0.68226,0.68227,50,16,0,0.6827451999999999,,,,
47,2019-12-10 07:55:00,0.68227,0.68238,0.68226,0.68232,90,16,0,0.6827199999999999,,,,
48,2019-12-10 08:00:00,0.68232,0.68239,0.68226,0.68239,102,16,0,0.6826956,,,,
49,2019-12-10 08:05:00,0.68239,0.68241,0.68236,0.68238,35,16,0,0.6826671999999999,0.6828924000000001,,,
50,2019-12-10 08:10:00,0.68238,0.68256,0.68234,0.68235,84,16,0,0.6826383999999999,0.6828842,,,
51,2019-12-10 08:15:00,0.68236,0.68271,0.68235,0.68266,72,16,0,0.6826219999999998,0.6828802,,,
52,2019-12-10 08:20:00,0.68266,0.68282,0.68266,0.68269,74,16,0,0.6826019999999998,0.6828712,,,
53,2019-12-10 08:25:00,0.68269,0.68274,0.68266,0.68266,29,17,0,0.6825799999999999,0.6828594,,,
54,2019-12-10 08:30:00,0.68266,0.68272,0.68255,0.6827,53,16,0,0.6825655999999998,0.6828461999999998,,,
55,2019-12-10 08:35:00,0.6827,0.68271,0.68262,0.68266,49,16,0,0.6825523999999997,0.6828299999999998,,,
56,2019-12-10 08:40:00,0.68266,0.68267,0.68259,0.68259,43,17,0,0.6825371999999997,0.6828151999999998,,,
57,2019-12-10 08:45:00,0.68259,0.68269,0.68256,0.68256,45,16,0,0.6825247999999996,0.6827999999999999,,,
58,2019-12-10 08:50:00,0.68256,0.68256,0.68243,0.68249,57,16,0,0.6825083999999997,0.6827851999999999,,,
59,2019-12-10 08:55:00,0.68249,0.68253,0.68244,0.6825,37,17,0,0.6824919999999998,0.6827701999999998,,,
60,2019-12-10 09:00:00,0.6825,0.68256,0.68245,0.68249,61,16,0,0.6824819999999998,0.6827573999999998,,,
61,2019-12-10 09:05:00,0.68249,0.68254,0.68239,0.68251,62,16,0,0.682472,0.6827427999999999,,,
62,2019-12-10 09:10:00,0.68251,0.68271,0.6825,0.6827,46,16,0,0.6824727999999999,0.6827329999999998,,,
63,2019-12-10 09:15:00,0.68273,0.68273,0.68263,0.68268,50,16,0,0.6824823999999999,0.6827233999999998,,,
64,2019-12-10 09:20:00,0.68268,0.68271,0.68255,0.68267,65,16,0,0.6824935999999999,0.6827117999999998,,,
65,2019-12-10 09:25:00,0.68267,0.68276,0.68265,0.68276,48,17,0,0.6825072,0.6827063999999997,,,
66,2019-12-10 09:30:00,0.68276,0.68276,0.68259,0.68267,48,16,0,0.6825176000000001,0.6827007999999998,,,
67,2019-12-10 09:35:00,0.68267,0.6827,0.68263,0.68265,34,16,0,0.6825275999999999,0.6826939999999999,,,
68,2019-12-10 09:40:00,0.68265,0.68269,0.6826,0.68268,22,16,0,0.6825467999999999,0.6826873999999998,,,
69,2019-12-10 09:45:00,0.68268,0.68282,0.68265,0.68278,39,16,0,0.6825652,0.6826837999999998,,,
70,2019-12-10 09:50:00,0.68282,0.68284,0.68278,0.68282,52,16,0,0.6825851999999999,0.6826809999999998,,,
71,2019-12-10 09:55:00,0.68282,0.68291,0.68277,0.68288,66,16,0,0.6826095999999999,0.6826773999999998,,,
72,2019-12-10 10:00:00,0.68288,0.68289,0.68268,0.68279,84,16,0,0.6826284,0.6826741999999997,,,
73,2019-12-10 10:05:00,0.68279,0.68282,0.68267,0.68276,89,16,0,0.6826431999999998,0.6826693999999998,,,
74,2019-12-10 10:10:00,0.68276,0.68285,0.68269,0.6827,73,16,0,0.6826559999999999,0.6826615999999998,0.6828135999999999,,
75,2019-12-10 10:15:00,0.6827,0.68272,0.68267,0.68272,66,17,0,0.6826707999999999,0.6826545999999998,0.6828130666666665,,
76,2019-12-10 10:20:00,0.68272,0.68272,0.68256,0.68265,45,16,0,0.6826703999999999,0.6826461999999998,0.6828102666666667,,
